OS 22 male 2021_Jan_23_2224
mov? seen? confidence?
metroMovies1_coded/018p.mp4 ['1'] ['1']
metroMovies1_coded/070p.mp4 ['2'] ['2']
metroMovies1_coded/097p.mp4 ['2'] ['2']
metroMovies1_coded/021p.mp4 ['2'] ['2']
metroMovies1_coded/068p.mp4 ['2'] ['2']
metroMovies1_coded/073p.mp4 ['1'] ['1']
metroMovies1_coded/019p.mp4 ['1'] ['1']
metroMovies1_coded/043p.mp4 ['1'] ['1']
metroMovies1_coded/012p.mp4 ['2'] ['2']
metroMovies1_coded/028p.mp4 ['2'] ['1']
